,company_name,company_ticker
675,Ascent Media Grp. (MM),AMGIA
676,Ascent Solar Technologies - Warrants Class B 7/11/2011 (MM),ASTIZ
677,Ase Test Ltd (MM),ASTSF
678,Asia Entertainment (MM),AERLW
679,"Asiainfo-Linkage, Inc. (MM)",ASIA
680,Asml Holding N.V. - New York Registry Shares (MM),ASMLD
681,Aspen Group Inc,ASPU
682,"Aspenbio Pharma, Inc. (MM)",APPYD
683,Aspiriant Income Opportunities Fund (MM),AIOFX
684,Assertio Holdings Inc,ASRT
685,Asset Cap Corp (MM),ACCI
686,Asta Funding Inc,ASFI
687,"Astex Pharmaceuticals, Inc. (MM)",ASTX
688,Astra Space Inc,ASTR
689,Astria Therapeutics Inc,ATXS
690,Astronics Corporation,ATRO
691,Asure Software Inc,ASUR
692,Atari  (MM),ATARD
693,Aterian Inc,ATER
694,Athenex Inc,ATNX
695,"Atheros Communications, Inc. (MM)",ATHR
696,Athira Pharma Inc,ATHA
697,Ati Technologies,ATYT
698,Atlantic Acquisition Corp. - Unit (delisted),ATACU
699,Atlantic American Corporation,AAME
700,Atlantic Capital Bancshares Inc,ACBI
701,Atlantic Coast Federal Corp. (MM),ACFCD
702,Atlantic Coastal Acquisition Corporation,ACAH
703,"Atlantic Southern Financial Grp., Inc. (MM)",ASFN
704,Atlantica Sustainable Infrastructure PLC,AY
705,Atlanticus Holdings Corporation (MM),CCRT
706,Atlas Corporation,ATCOL
707,Atlas Financial Holdings Inc,AFHBL
708,Atlassian Corporation PLC,TEAM
709,Atmi Inc. (MM),ATMI
710,Atossa Therapeutics Inc,ATOS
711,Atreca Inc,BCEL
712,Ats Medical (MM),ATSI
713,Attunity Ltd. - Ordinary Shares,ATTU
714,Auddia Inc,AUUD
715,Audible (MM),ADBL
716,AudioEye Inc,AEYE
717,Augmedix Inc,AUGX
718,Auris Medical Holding AG,EARS
719,Aurora Cannabis Inc,ACB
720,Australia Acq Crp (MM),AACOW
721,Authentic Equity Acquisition Corporation,AEAC
722,Autochina International Limited (MM),AUTC
723,Autochina International Limited - Warrant 02/26/2013 (Cayman Islands) (MM),AUTCW
724,Automatic Data Processing Inc,ADP
725,Autoweb Com USD0.001,ABTL
726,Avalo Therapeutics Inc,AVTX
727,Avalon Pharmaceuticals (MM),AVRX
728,Avanex (MM),AVNX
729,Avant Immunotherapeutics  (MM),AVAN
730,AvePoint Inc,AVPT
731,Avedro Inc,AVDR
732,Avenue Therapeutics Inc,ATXI
733,Aviat Networks Inc,AVNW
734,Avid Bioservices Inc,CDMO
735,AvidXchange Holdings Inc,AVDX
736,Avigen (MM),AVGN
737,Avis Budget Group Inc,CAR
738,Avista Public Acquisition Corporation II,AHPA
739,Avnet Inc,AVT
740,Axar Acquisition Corp.,AXAR
741,Axcan Pharma (MM),AXCA
742,Axcella Health Inc,AXLA
743,Axon Enterprise Inc,AAXN
744,AxonPrime Infrastructure Acquisition Corporation,APMI
745,Axonyx,AXYX
746,Axos Finl (delisted),BOFIL
747,Axsome Therapeutics Inc,AXSM
748,Ayala Pharmaceuticals Inc,AYLA
749,AzurRx BioPharma Inc,AZRX
750,A H Belo Corporation,AHC
751,AAR Corp,AIR
752,ABM Industries Inc,ABM
753,ADC Therapeutics SA,ADCT
754,AEABridges Impact Corp,IMPX
755,AEGON Insurance Group,AEG
756,AES Corporation The,AESC
757,AG Mortgage Investment Trust Inc,MITT
758,AK Steel Holding Corp,AKS
759,AMN Healthcare Services Inc,AMN
760,AMTD Digital Inc,HKD
761,APi Group Corporation,APG
762,ARCH CAP GROUP LTD,ARHPRA
763,ASA Gold and Precious Metals Limited,ASA
764,AT&T Inc,TBB
765,AT&T Inc,T
766,AU Optronics Corp,AUO
767,AZEK Company Inc,AZEK
768,Aarons Holdings Company Inc,AAN
769,Abbott Laboratories,ABT
770,Aberdeen Global Dynamic Dividend Fund,AGD
771,Aberdeen Income Credit Strategies Fund,ACP
772,Aberdeen Standard Global Infrastructure Income Fund,ASGI
773,Acadia Realty Trust,AKR
774,Accelerate Acquisition Corp,AAQC
775,Acco Brands Corporation,ACCO
776,Acropolis Infrastructure Acquisition Corp,ACRO
777,Acuity Brands Inc,AYI
778,Adams Diversified Equity Fund Inc,ADX
779,Adaptive Insights,ADIN
780,Adeptus Health Inc. (delisted),ADPT
781,Adit EdTech Acquisition Corp,ADEX
782,AdvanSix Inc,ASIX
783,Advanced Disposal Services Inc,ADSW
784,Advanced Merger Partners Inc,AMPI
785,Aercap Holdings NV,AER
786,Aerojet Rocketdyne Holdings Inc,AJRD
787,Aeva Technologies Inc,AEVA
788,Affiliated Managers Group Inc,MGRB
789,African Gold Acquisition Corp,AGACU
790,AfterNext HealthTech Acquisition Corp,AFTR
791,Agiliti Inc,AGTI
792,"Agl Resources, Inc. (delisted)",GAS
793,Agree Realty Corporation,ADC
794,Agrium Inc. (delisted),AGU
795,Air Lease Corporation,AL
796,Aircastle Limited,AYR
797,Alamo Group Inc,ALG
798,Alaska Air Group Inc,ALK
799,Albemarle Corp,ALB
800,Alcoa Corporation,AA
801,Aldel Financial Inc,ADF
802,Alexander and Baldwin Holdings Inc,ALEX
803,Alexandria Real Estate Equities Inc,ARE
804,Algonquin Power & Utilities Corp,AQNA
805,Algonquin Power and Utilities Corporation,AQNU
806,Alleghany Corp,Y
807,Allegion Plc,ALLE
808,Allete Inc,ALE
809,"Alliance One International, Inc.",AOI
810,AllianceBernstein Holding LP,AB
811,Alliancebernstein Income Fund,ACG
812,Allvue Systems Holdings Inc,ALVU
813,"Alon Usa Partners, LP Common Units Representing Limited Partner Interests (delisted)",ALDW
814,Alpine Income Property Trust Inc,PINE
815,Alta Equipment Group Inc,ALTG
816,Altice USA Inc,ATUS
817,Altimar Acquisition Corp III,ATAQ
818,Altimeter Growth Corp 2,AGCB
819,Aluminum Corporation of China Ltd,ACH
820,Alussa Energy Acquisition Corp.,ALUSU
821,Ambev SA,ABEV
822,Amcor plc,AMCR
823,Ameren Corp,AEE
824,AmeriGas Partners LP,APU
825,American Assets Trust Inc,AAT
826,American Campus Communities Inc,ACC
827,American Electric Power Company Inc,AEP
828,American Express Company,AXP
829,American Financial Group Inc,AFGH
830,American Homes 4 Rent,AMHPRE
831,American Midstream Partners LP,AMID
832,American Renal Associates Holdings Inc,ARA
833,American States Water Co,AWR
834,American Vanguard Corporation,AVD
835,American Well Corporation,AMWL
836,Americold Realty Trust,COLD
837,AmerisourceBergen Corp,ABC
838,Amira Nature Foods Ltd,ANFI
839,Amn Healthcare Services Amn Healthcare Services,AHS
840,Ampco Pittsburgh Corp,AP
841,Amplify Energy Corp,AMPY
842,Anadarko Petroleum Corporation,APC
843,Andeavor,ANDV
844,Angel Oak Dynamic Financial Strategies Income Term Trust,DYFN
845,Angel Oak Mortgage Inc,AOMR
846,Anixter International Inc,AXE
847,Antero Midstream Corporation,AM
848,Anthem Inc,ANTM
849,Aon PLC,AON
850,Apartment Income REIT Corp,AIRC
851,Apergy Corporation,APY
852,Apollo Commercial Real Estate Finance Inc,ARI
853,Apollo Investment Corporation,AIY
854,Apollo Senior Floating Rate Fund Inc,AFT
855,Apollo Strategic Growth Capital II,APGB
856,Apple Hospitality REIT Inc,APLE
857,AptarGroup Inc,ATR
858,Aqua America Inc,WTR
859,Aquantia Corp,AQ
860,Arbor Realty Trust Inc,ABR
861,ArcelorMittal,MTCN
862,Archaea Energy Inc,LFG
863,Archer Daniels Midland Company,ADM
864,Arconic Corporation,ARNC
865,Arcosa Inc,ACA
866,Arcus Biosciences Inc,RCUS
867,Ardagh Metal Packaging SA,AMBP
868,Ares Acquisition Corporation,AAC
869,Ares Dynamic Credit Allocation Fund Inc,ARDC
870,Argan Inc,AGX
871,Argo Group International Holdings Ltd,ARGD
872,Arista Networks,ANET
873,Arlington Asset Investment Corp,AIC
874,Arlington Asset Investment Corp,AAIC
875,Armada Hoffler Properties Inc,AHH
876,Armstrong World Industries Inc,AWI
877,Arthur J Gallagher and Company,AJG
878,Asana Inc,ASAN
879,Ascendant Digital Acquisition Corp,ACND
880,"Ashford Hospitality Prime, Inc. (delisted)",AHP
881,Ashland Global Holdings Inc,ASH
882,Aspen Insurance Holdings Limited,AHLPR
883,Aspire Real Estate Investors Inc,ASPI
884,Associated Banc Corp,ASB
885,Assurant Inc,AIZ
886,Assured Guaranty Municipal Holdings Inc,AGO
887,Astoria Financial Corp. (delisted),AF
888,Atento SA,ATTO
889,Athene Holding Ltd,ATH
890,Atlantic Avenue Acquisition Corp,ASAQ
891,Atlas Corporation,ATCO
892,Atlas Crest Investment Corp II,ACII
893,Atmos Energy Corp,ATO
894,"Atwood Oceanics, Inc. (delisted)",ATW
895,Aurora Cannabis Inc,ACB
896,Austerlitz Acquisition Corp II,ASZU
897,Austerlitz Acquisition Corporation II,ASZ
898,AutoZone Inc,AZO
899,Avalara Inc,AVLR
900,Avangrid Inc,AGR
901,Avanti Acquisition Corp,AVAN
902,Avantor Inc,AVTR
903,Avery Dennison Corp,AVY
904,Avianca Holdings SA,AVH
905,Avista Corp,AVA
906,Avon Products Inc,AVP
907,Axiall Corp. (delisted),AXLL
908,Axos Financial Inc,AX
909,Azure Power Global Limited,AZRE
910,A10 Networks Inc,ATEN
911,ABB Ltd,ABB
912,ACRES Commercial Realty Corporation,ACR
913,ADT Inc,ADT
914,AECOM,ACM
915,AES Corp,AES
916,AFLAC Inc,AFL
917,AGCO Corp,AGCO
918,AMC Entertainment Holdings Inc,AMC
919,AMREP Corp,AXR
920,AO Smith Corp,AOS
921,ARC Document Solutions Inc,ARC
922,ARMOUR Residential REIT Inc New,ARR
923,ASGN Inc,ASGN
924,AT&T Inc,TBC
925,ATI Physical Therapy Inc,ATIP
926,AVX Corp,AVX
927,AZZ Inc,AZZ
928,AbbVie Inc,ABBV
929,Abercrombie and Fitch Co,ANF
930,Aberdeen Global Premier Properties Fund,AWP
931,Aberdeen Japan Equity Fund Inc,JEQ
932,Aberdeen Total Dynamic Dividend Fund,AOD
933,Accel Entertainment Inc,ACEL
934,Accenture Plc,ACN
935,Accuride Corp.,ACW
936,Actuant Corp,ATU
937,Acushnet Holdings Corp,GOLF
938,Adams Natural Resources Fund Inc,PEO
939,Adecoagro SA,AGRO
940,Adient plc,ADNT
941,Adtalem Global Education Inc,ATGE
942,Advance Auto Parts,AAP
943,Advanced Drainage Systems Inc,WMS
944,Aegon Funding Company LLC,AEFC
945,Aerohive Networks Inc,HIVE
946,Aetna Inc. (delisted),AET
947,Affiliated Managers Group Inc,MGR
948,Affiliated Managers Group Inc,AMG
949,African Gold Acquisition Corporation,AGAC
950,Agilent Technologies,A
951,Agilon Health inc,AGL
952,Agnico Eagle Mines Ltd,AEM
953,Agria Corp. American Depositary Shares,GRO
954,AiHuiShou International Co Ltd,RERE
955,Air Products and Chemicals Inc,APD
956,"Airgas, Inc.",ARG
957,Alamos Gold Inc New,AGI
958,Albany International Corp,AIN
959,Albertsons Companies Inc,ACI
960,Alcon Inc,ALC
961,Alere Inc. (delisted),ALR
962,Alexanders Inc,ALX
963,Algonquin Power,AQN
964,Algonquin Power & Utilities Corp,AQNB
965,Alight Inc,ALIT
966,Allegheny Technologies Inc,ATI
967,Allergan plc,AGN
968,Alliance Data Systems,ADS
969,AllianceBernstein Global High Income Fund Inc,AWF
970,AllianceBernstein National Municipal Income Fund Inc,AFB
971,Allstate Corporation,ALL
972,Ally Financial Inc,ALLY
973,Alpha Metallurgical Resources Inc,AMR
974,AltC Acquisition Corp,ALCC
975,Alteryx Inc,AYX
976,Altimar Acquisition Corp II,ATMR
977,Altimar Acquisition Corporation,ATAC
978,Altria Group Inc,MO
979,Alussa Energy Acquisition Corp,ALUS
980,Ambac Financial Group Inc,AMBC
981,Ambrx Biopharma Inc,AMAM
982,Amec Foster Wheeler Plc American Depositary Shares (delisted),AMFW
983,Ameresco Inc,AMRC
984,AmeriHome Inc,AHM
985,American Axle and Manufacturing Holdings Inc,AXL
986,American Eagle Outfitters Inc,AEO
987,American Equity Investment Life Holding Company,AEL
988,American Financial Group,AFG
989,American Homes 4 Rent,AMH
990,American International Group Inc,AIG
991,American Realty Investors Inc,ARL
992,"American Residential Properties, Inc.",ARPI
993,American Tower Corporation,AMT
994,American Water Works,AWK
995,Americas Technology Acquisition Corp,ATA
996,Ameriprise Financial Inc,AMP
997,Ametek Inc,AME
998,Amira Nature Foods Ltd,RYCE
999,Amneal Pharmaceuticals Inc,AMRX
1000,Amphenol Corp,APH
1001,"Amplify Snack Brands, Inc. (delisted)",BETR
1002,Anaplan Inc,PLAN
1003,Andeavor Logistics LP,ANDX
1004,Angel Oak Financial Strategies Income Term Trust,FINS
1005,Angel Pond Holdings Corporation,POND
1006,Annaly Capital Management Inc,NLY
1007,Antero Resources Corporation,AR
1008,Anworth Mortgage Asset Corporation,ANH
1009,Apache Corporation,APA
1010,Apartment Investment and Management Company,AIV
1011,Aphria Inc,APHA
1012,Apollo Global Management Inc,APO
1013,"Apollo Residential Mortgage, Inc. (delisted)",AMTG
1014,Apollo Strategic Growth Capital,APSG
1015,Apollo Tactical Income Fund Inc,AIF
1016,Applied Industrial Technologies Inc,AIT
1017,Aptiv PLC,APTV
1018,AquaVenture Holdings Limited,WAAS
1019,Aramark,ARMK
1020,Arcelor Mittal New,MT
1021,Arch Resources Inc,ARCH
1022,Archer Aviation Inc,ACHR
1023,Archrock Inc,AROC
1024,Arcos Dorados Holdings Inc,ARCO
1025,Arctos NorthStar Acquisition Corp,ANAC
1026,Ardagh Group SA,ARD
1027,Ardmore Shipping Corporation,ASC
1028,Ares Commercial Real Estate Corporation,ACRE
1029,Ares Management Co,ARES
1030,Argo Group International Holdings Ltd,ARGO
1031,Aris Water Solutions Inc. Class A,ARIS
1032,Arlington Asset Investment Corp,AIW
1033,Arlington Asset Investment Corp,AAIN
1034,Arlo Technologies Inc,ARLO
1035,Armstrong Flooring Inc,AFI
1036,Arrow Electronics Inc,ARW
1037,Artisan Partners Asset Management Inc,APAM
1038,Asbury Automotive Group Inc,ABG
1039,"Asensus Surgical, Inc.",ASXC
1040,Ashford Hospitality Trust Inc,AHT
1041,Aspen Aerogels Inc,ASPN
1042,Aspirational Consumer Lifestyle Corp,ASPL
1043,AssetMark Financial Holdings Inc,AMK
1044,Associated Capital Group Inc,AC
1045,Assurant Inc,AIZN
1046,Astor Explorations,ATOR
1047,At Home Group Inc,HOME
1048,Athena Technology Acquisition Corp,ATHN
1049,Atkore Inc,ATKR
1050,Atlantic Power Corporation,AT
1051,Atlas Crest Investment Corp,ACIC
1052,"Atlas Resource Partners, L.P. Common Units Representing Limited Partner Interests",ARP
1053,Atotech Limited,ATC
1054,Audacy Inc,AUD
1055,Austerlitz Acquisition Corp I,AUSU
1056,Austerlitz Acquisition Corporation I,AUS
1057,AutoNation Inc,AN
1058,Autoliv Inc,ALV
1059,Avalonbay Communities Inc,AVB
1060,Avanos Medical Inc,AVNS
1061,Avantis U.S. Large Cap Value ETF,AVLV
1062,Avaya Holdings Corporation,AVYA
1063,Avg Technologies N.V. Ordinary Shares (delisted),AVG
1064,Avient Corporation,AVNT
1065,Aviva Plc Unsponsored Adr (UK),AV
1066,Axalta Coating Systems Ltd,AXTA
1067,Axis Capital Holdings Ltd,AXS
1068,Axos Financial Inc,AXO
1069,B Communications Ltd,BCOM
1070,B Riley Financial Inc,RILYG
1071,B Riley Financial Inc,RILYN
1072,B Riley Financial Inc,RILYT
1073,B Riley Financial Inc,RILYO
1074,B Riley Principal 150 Merger Corporation,BRPM
1075,B.O.S. Better Online Solutions (MM),BOSCD
1076,BB Holdings Limited  (MM),BBHL
1077,BCB Bancorp Inc,BCBP
1078,BCTG Acquisition Corporation,BCTG
1079,BELLUS Health Inc,BLU
1080,BGC Partners Inc,BGCP
1081,BIQI International Holdings Corporation,BIQI
1082,BMC Stock Holdings Inc,BMCH
1083,BOK Financial Corporation,BOKFL
1084,BRP Group Inc,BRP
1085,BSQUARE Corporation,BSQR
1086,BTRS Holdings Inc,BTRS
1087,Babyuniverse  (MM),POSHD
1088,Backweb Technologies,BWEB
1089,Balchem Corporation,BCPC
1090,Ballard Power Systems Inc,BLDP
1091,BancFirst Corporation,BANF
1092,Bancorp Inc,TBBK
1093,"Banctrust Financial Grp., Inc. (MM)",BTFG
1094,Bank First Corporation,BFC
1095,Bank Mutual Corp. (delisted),BKMU
1096,Bank OZK,OZK
1097,Bank of Commerce Holdings,BOCH
1098,Bank of Granite Corp. (MM),GRAN
1099,Bank of Princeton,BPRN
1100,Bank of Virginia (MM),BOVA
1101,Bank7 Corporation,BSVN
1102,Bankunited Fin Corp (MM),BKUNA
1103,Banner Corp. (MM),BANRD
1104,Baosheng Media Group Holdings Ltd,BAOS
1105,Barclays Plc - Barclays Inverse US Treasury Composite Etn,TAPR
1106,Barclays Plc - Ipath US Treasury 2 YR Bull Etn,DTUL
1107,Barclays Plc - Ipath US Treasury 5 Year Bull Etn,DFVL
1108,Barclays Plc - Ipath US Treasury Flattener Etn,FLAT
1109,Barclays Plc - Ipath US Treasury Steepener Etn,STPP
1110,Barington/Hilco Acquisition Corp. (delisted),BHAC
1111,Barnsandnoble.Com (MM),BNBN
1112,Basin Water (MM),BWTR
1113,Baudax Bio Inc,BXRXV
1114,"Baxano Surgical, Inc. (MM)",TSON
1115,BayCom Corporation,BCML
1116,"Bazaarvoice, Inc. (delisted)",BV
1117,"Bcsb Bancorp, Inc. (MM)",BCSB
1118,Bea Systems (MM),BEAS
1119,"Beacon Federal Bancorp, Inc. (MM)",BFED
1120,Beacon Power Corp. (MM),BCOND
1121,Beam Global,BEEM
1122,"Bear State Financial, Inc. (delisted)",BSF
1123,Beauth Health Company,SKIN
1124,Bei Technologies (MM),BEIQ
1125,Bel Fuse Inc,BELFB
1126,Bellerophon Therapeutics Inc,BLPH
1127,Belong Acquisition Corporation,BLNG
1128,Benefitfocus Inc,BNFT
1129,Benessere Capital Acquisition Corporation,BENE
1130,Benihana Inca (MM),BNHNA
1131,Benjamin Franklin Bancorp (MM),BFBC
1132,Bentley Systems Inc,BSY
1133,Berkeley Lights Inc,BLI
1134,Berry Corporation,BRY
1135,Bestway (MM),BSTW
1136,Better World Acquisition Corporation,BWAC
1137,Beyond Air Inc,XAIR
1138,BeyondSpring Inc,BYSI
1139,Bgs Acquisition Corp. - Ordinary Shares (MM),BGSC
1140,Bha Grp. Holdings (MM),BHAG
1141,Big 5 Sporting Goods Corporation,BGFV
1142,Big Dog Holding  (MM),BDOG
1143,Big Sky Growth Partners Inc,BSKY
1144,Bigband Networks (MM),BBND
1145,Bindview Development Corp (MM),BVEW
1146,Bio Techne Corporation,TECH
1147,Bio-Technology General (MM),BTGC
1148,BioCardia Inc,BCDA
1149,BioDelivery Sciences International Inc,BDSI
1150,BioLife Solutions Inc,BLFS
1151,BioSpecifics Technologies Corp,BSTC
1152,BioVie Inc,BIVI
1153,Bioanalytical Systems Inc,BASI
1154,Biocept Inc,BIOC
1155,Biodelivery Sciences International  (MM),BDSIW
1156,Bioenvision (MM),BIVN
1157,Biofrontera Inc,BFRI
1158,Biogen (MM),BGEN
1159,Biogen Inc.  Ex-Distribution When Issued (MM),BIIBV
1160,Bioject Medical (MM),BJCTE
1161,Biolase Inc,BIOL
1162,Biomea Fusion Inc,BMEA
1163,Biomet  (MM),BMET
1164,Biomira Inc. - Common Shares (MM),BIOM
1165,Bionano Genomics Unit (delisted),BNGOU
1166,Bioptix,BIOP
1167,Biopure (MM),BPUR
1168,Biosig Technologies Inc,BSGM
1169,Biosphere Medical (MM),BSMD
1170,Biotech Acquisition Company,BIOT
1171,Biotricity Inc,BTCY
1172,Bioventus Inc. Class A Common Stock (MM),BIOV
1173,Biovex Grp. (MM),BVEX
1174,Bit Digital Inc,BTBT
1175,Bitstream Inc. (MM),BITS
1176,Black Diamond Therapeutics Inc,BDTX
1177,BlackLine Inc,BL
1178,BlackRock TCP Capital Corporation,TCPC
1179,Blackberry Limited,BBRY
1180,"Blackhawk Network Holdings, Inc. (delisted)",HAWK
1181,Bladelogic (MM),BLOG
1182,Blockchain Moon Acquisition Corporation,BMAQU
1183,Blucora Inc,BCOR
1184,Blue Bird Corporation,BLBD
1185,Blue Coat Systems (MM),BCSI
1186,"Blue Earth, Inc.",BBLU
1187,Blue Hat Interactive Entertainment Technology,BHAT
1188,"Blue Nile, Inc.",NILE
1189,Blue Water Acquisition Corporation,BLUW
1190,Blue Whale Acquisition Corporation I,BWCAU
1191,Blue Wolf Mongolia Holdings Corp. - Unit (MM),MNGLU
1192,Bluefly (MM),BFLYD
1193,"Blueknight Energy Partners L.P., L.L.C. - Rights (MM)",BKEPR
1194,Blueprint Medicines Corporation,BPMC
1195,Bmo Tch Inter Income FD CL A (MM),BAIIX
1196,Bmp Sunstone Corp. (MM),BJGP
1197,Boardwalk Bancorp (MM),BORD
1198,"Bob Evans Farms, Inc. (delisted)",BOBE
1199,Bogota Financial Corporation,BSBK
1200,"Bojangles, Inc.",BOJA
1201,Bon Natural Life Ltd,BON
1202,Bone Biologics Corporation,BBLG
1203,Bookham (MM),BKHM
1204,Borland Software (MM),BORL
1205,Boston Acoustics (MM),BOSA
1206,Boston Life Sciences  (MM),BLSI
1207,Boston Private Financial Holdings - Warrants TO Purchase 1 Share of  @ $8.00/Share (delisted),BPFHW
1208,Bottomline Technologies Delaware Inc,EPAY
1209,Boulevard Acquisition Corp. II - Warrant,BLVDW
1210,BowX Acquisition Corporation,BOWX
1211,Boxlight Corporation,BOXL
1212,Braeburn Pharmaceuticals Common Stock,BBRX
1213,Brainstorm Cell Therapeutics Inc,BCLI
1214,"Bravo Brio Restaurant Grp., Inc. (delisted)",BBRG
1215,BriaCell Therapeutics Corporation,BCTX
1216,Bricktown Brewery Restaurants LLC,BEER
1217,BridgeBio Pharma Inc,BBIO
1218,Bridgeline Software (MM),BLSW
1219,Bridgetown Holdings Ltd,BTWN
1220,Bridgford Foods Corp,BRID
1221,Bright Lights Acquisition Corporation,BLTS
1222,Brighthouse Financial Inc,BHF
1223,Brilliant Axquisition Corporation,BRLI
1224,Brilliant Earth Group Inc,BRLT
1225,Britton & Koontz Capital Corp. (MM),BKBK
1226,Broadcom Inc,AVGO
1227,Broadscale Acquisition Corporation,SCLE
1228,Broadway Financial Corp,BYFC
1229,Broadwing,BWNG
1230,"Brocade Communications Systems, Inc.",BRCD
1231,Brooge Energy Ltd,BROG
1232,Brookfield Property REIT Inc,BPYU
1233,Brookline Bancorp Inc,BRKL
1234,"Brooklyn Federal Bancorp, Inc. (MM)",BFSB
1235,Brookstone (MM),BKST
1236,Bruker Corporation,BRKR
1237,Bryn Mawr Bank Corporation,BMTC
1238,"Bsb Bancorp, Inc.",BLMT
1239,Buca (MM),BUCA
1240,"Buffalo Wild Wings, Inc. (delisted)",BWLD
1241,Builders Firstsource (MM),BLDRR
1242,Bull Horn Holdings Corporation,BHSEU
1243,Bumble Inc,BMBL
1244,BurgerFi International Inc,BFI
1245,Business Bancorp (MM),BZBC
1246,Business Objects S.A. ADS (MM),BOBJ
1247,Bwc Financial,BWCF
1248,B Riley Financial Inc,RILYH
1249,B Riley Financial Inc,RILY
1250,B Riley Financial Inc,RILYZ
1251,B Riley Financial Inc,RILYM
1252,B Riley Financial Inc,RILYI
1253,B Riley Principal 250 Merger Corporation,BRIV
1254,"B/E Aerospace, Inc.",BEAV
1255,BBQ Holdings Inc,BBQ
1256,BCLS Acquisition Corporation,BLSA
1257,BE Semiconductor,BESI
1258,BF Enterprises  (MM),BFEN
1259,BIMI International Medical Inc,BIMI
1260,BJs Restaurants Inc,BJRI
1261,BOK Financial Corporation,BOKF
